"","biomass","catch"
"1",347.161302896301,59.3606937107102
"2",249.707480326918,57.4483329039202
"3",867.258360962736,58.4263601712328
"4",861.691143254354,57.1601410685914
"5",452.685311913979,56.8911755490506
"6",270.665572833765,56.0207185564569
"7",192.02234186536,55.1024416140254
"8",211.715885221101,54.8335302871217
"9",106.38316280596,54.4845071487073
"10",837.325345827488,53.0386893473599
"11",358.792338447334,55.1463527902848
"12",2269.82644569166,53.9676379028382
"13",664.646585286492,54.5228083314774
"14",636.73640218309,52.1083678091293
"15",1029.29657998534,52.7661369378414
"16",587.017088798441,52.2367464323452
"17",181.297607686871,52.6283897285178
"18",455.890636252074,51.955520255301
"19",257.644359474097,52.5996496400325
"20",748.40673737854,52.4978595524881
"21",1254.39076080173,52.7114707021827
"22",2913.64667498472,51.0587757714727
"23",166.63731121525,52.1378054863027
"24",1535.48265300923,51.3638289118279
"25",56.2362266861703,53.2242373998828
"26",191.159388476227,51.6227670106831
"27",556.972885663294,51.9641807244289
"28",139.741350051562,51.8421403139015
"29",3685.91375824322,51.9756083788776
"30",620.296026957247,52.0032821668379
"31",358.595556316225,50.5807853007302
"32",259.824106810391,52.0536545624072
"33",211.027948866677,51.3746869960236
"34",593.187604538885,50.6216336414025
"35",1197.26177604131,51.6817839990743
"36",2050.24504966028,50.8110731510335
"37",111.576695189824,51.8825642393633
"38",883.995622421901,51.3680786045222
"39",373.61887824493,51.5662227323737
"40",104.725666671789,51.2007522744863
"41",267.678048230217,52.0402573052637
"42",395.988065682617,51.1585309381409
"43",643.42847746388,50.511297660716
"44",1655.37825275025,52.0508137721895
"45",1100.52137428677,51.7526700638236
"46",1725.50341497156,50.5420479666655
"47",1944.86309297801,51.7945821484711
"48",32.6036341385601,50.4831290340727
"49",326.323658019273,51.256553087568
"50",932.485172376605,51.6809334517537
"51",362.610281777448,51.1744044927453
"52",102.608323901899,50.9473978995765
"53",379.55065057547,51.546643526849
"54",1767.08322895313,51.9683638586716
"55",323.796399504072,51.4896649622437
"56",160.116398432992,50.3765329139082
"57",223.3885553188,51.3469214528034
"58",2705.47890566102,51.5434499612485
"59",30.548594027313,50.9674737268311
"60",642.505636112072,51.3397073189401
"61",1748.30356325933,51.2972196692252
"62",182.224272813943,51.2082921269413
"63",154.730657243845,51.5202154259348
"64",121.277844577972,51.2409163849021
"65",955.883425823089,51.5265383317651
"66",1582.2299897553,51.3184486243234
"67",484.871325604988,51.306740247528
"68",536.034202411199,51.3069440799398
"69",2849.65818870126,51.345982486931
"70",1497.59303030764,51.022129264973
"71",240.408344761514,50.8970160676252
"72",159.638443813665,51.5399302477746
"73",178.627314910782,50.9697176998087
"74",364.981741486564,50.0428194512239
"75",621.528481825262,50.869470252001
"76",211.562524176938,51.4532702093911
"77",770.875199404622,51.4052931514183
"78",562.305833522117,50.2736471562526
"79",1690.81748193663,51.9452925385897
"80",959.090355384139,51.0890474990509
"81",3222.45330401887,50.7504803160331
"82",4969.12374270665,51.1254737627284
"83",321.885041045799,51.5533017714509
"84",381.559171132824,50.61969198979
"85",1967.36673927101,51.5687597559977
"86",4685.56451996232,50.0675709578334
"87",1316.03504961931,50.3915030874727
"88",918.217311851043,51.1843331811192
"89",729.321540601265,50.6258149142378
"90",2094.01950938216,51.1335141227858
"91",172.405950501597,50.8871154510522
"92",207.660207407759,51.4091307010033
"93",321.58578554079,52.3834283558652
"94",212.945111812869,51.7898588020573
"95",42.0880558323413,51.5982619148057
"96",667.880335420413,51.2417147744246
"97",954.559121615232,51.5129348168582
"98",776.412008894546,51.0103174827824
"99",343.867636788125,50.6828812498577
"100",107.222333994684,NA
